,victim
837,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4449, 'TH_molecule': 4605, 'B_molecule': 4962, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 970, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
838,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4457, 'TH_molecule': 4613, 'B_molecule': 4971, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 970, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
839,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4465, 'TH_molecule': 4620, 'B_molecule': 4979, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 971, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
840,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4473, 'TH_molecule': 4627, 'B_molecule': 4987, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 972, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
841,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4482, 'TH_molecule': 4634, 'B_molecule': 4996, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 973, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
842,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4490, 'TH_molecule': 4633, 'B_molecule': 5004, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 974, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
843,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4498, 'TH_molecule': 4632, 'B_molecule': 5004, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 975, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
844,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4506, 'TH_molecule': 4639, 'B_molecule': 5012, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 976, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
845,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4505, 'TH_molecule': 4646, 'B_molecule': 5020, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 977, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
846,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4504, 'TH_molecule': 4654, 'B_molecule': 5029, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 977, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
847,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4504, 'TH_molecule': 4661, 'B_molecule': 5037, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 978, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
848,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4512, 'TH_molecule': 4669, 'B_molecule': 5045, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 978, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
849,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4511, 'TH_molecule': 4676, 'B_molecule': 5053, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 979, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
850,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4511, 'TH_molecule': 4684, 'B_molecule': 5062, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 979, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
851,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4519, 'TH_molecule': 4692, 'B_molecule': 5070, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 980, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
852,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4518, 'TH_molecule': 4699, 'B_molecule': 5078, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 981, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
853,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4527, 'TH_molecule': 4698, 'B_molecule': 5086, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 981, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
854,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4526, 'TH_molecule': 4706, 'B_molecule': 5094, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 981, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
855,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4535, 'TH_molecule': 4713, 'B_molecule': 5103, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 982, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
856,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4534, 'TH_molecule': 4722, 'B_molecule': 5102, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 982, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
857,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4542, 'TH_molecule': 4729, 'B_molecule': 5110, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 983, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
858,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4541, 'TH_molecule': 4736, 'B_molecule': 5119, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 984, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
859,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4549, 'TH_molecule': 4745, 'B_molecule': 5127, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 984, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
860,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4548, 'TH_molecule': 4753, 'B_molecule': 5135, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 984, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
861,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4547, 'TH_molecule': 4760, 'B_molecule': 5143, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 985, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
862,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4555, 'TH_molecule': 4768, 'B_molecule': 5152, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 986, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
863,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4554, 'TH_molecule': 4775, 'B_molecule': 5161, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 987, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
864,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4562, 'TH_molecule': 4782, 'B_molecule': 5169, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 988, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
865,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4562, 'TH_molecule': 4790, 'B_molecule': 5177, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 988, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
866,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4570, 'TH_molecule': 4788, 'B_molecule': 5185, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 989, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
867,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4570, 'TH_molecule': 4786, 'B_molecule': 5185, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 990, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
868,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4578, 'TH_molecule': 4793, 'B_molecule': 5193, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 991, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
869,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4586, 'TH_molecule': 4792, 'B_molecule': 5201, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 992, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
870,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4594, 'TH_molecule': 4800, 'B_molecule': 5209, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 992, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
871,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4602, 'TH_molecule': 4808, 'B_molecule': 5217, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 992, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
872,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4601, 'TH_molecule': 4816, 'B_molecule': 5225, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 993, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
873,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4609, 'TH_molecule': 4824, 'B_molecule': 5234, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 994, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
874,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4617, 'TH_molecule': 4831, 'B_molecule': 5233, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 995, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
875,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4617, 'TH_molecule': 4839, 'B_molecule': 5241, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 995, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
876,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4626, 'TH_molecule': 4847, 'B_molecule': 5249, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 995, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
877,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4625, 'TH_molecule': 4854, 'B_molecule': 5257, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 996, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
878,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4624, 'TH_molecule': 4852, 'B_molecule': 5265, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 997, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
879,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4633, 'TH_molecule': 4860, 'B_molecule': 5274, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 997, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
880,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4632, 'TH_molecule': 4868, 'B_molecule': 5282, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 997, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
881,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4632, 'TH_molecule': 4866, 'B_molecule': 5290, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 998, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
882,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4632, 'TH_molecule': 4873, 'B_molecule': 5298, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 999, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
883,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4640, 'TH_molecule': 4880, 'B_molecule': 5297, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1000, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
884,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4649, 'TH_molecule': 4878, 'B_molecule': 5306, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1001, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
885,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4648, 'TH_molecule': 4885, 'B_molecule': 5314, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1002, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
886,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4656, 'TH_molecule': 4892, 'B_molecule': 5322, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1003, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
887,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4655, 'TH_molecule': 4890, 'B_molecule': 5321, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1004, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
888,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4663, 'TH_molecule': 4897, 'B_molecule': 5329, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1005, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
889,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4672, 'TH_molecule': 4905, 'B_molecule': 5329, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1005, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
890,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4681, 'TH_molecule': 4912, 'B_molecule': 5337, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1006, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
891,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4690, 'TH_molecule': 4910, 'B_molecule': 5345, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1007, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
892,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4698, 'TH_molecule': 4917, 'B_molecule': 5353, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1008, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
893,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4707, 'TH_molecule': 4924, 'B_molecule': 5361, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1009, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
894,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4706, 'TH_molecule': 4932, 'B_molecule': 5369, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1009, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
895,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4714, 'TH_molecule': 4939, 'B_molecule': 5368, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1010, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
896,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4713, 'TH_molecule': 4947, 'B_molecule': 5376, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1011, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
897,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4722, 'TH_molecule': 4954, 'B_molecule': 5384, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1012, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
898,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4730, 'TH_molecule': 4963, 'B_molecule': 5392, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1012, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
899,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4738, 'TH_molecule': 4972, 'B_molecule': 5400, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1012, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
900,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4746, 'TH_molecule': 4979, 'B_molecule': 5409, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1013, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
901,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4754, 'TH_molecule': 4987, 'B_molecule': 5418, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1013, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
902,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4763, 'TH_molecule': 4995, 'B_molecule': 5426, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1014, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
903,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4771, 'TH_molecule': 5002, 'B_molecule': 5434, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1015, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
904,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4779, 'TH_molecule': 5009, 'B_molecule': 5442, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1016, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
905,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4787, 'TH_molecule': 5016, 'B_molecule': 5451, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1017, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
906,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4795, 'TH_molecule': 5023, 'B_molecule': 5460, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1018, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
907,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4804, 'TH_molecule': 5030, 'B_molecule': 5460, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1019, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
908,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4812, 'TH_molecule': 5039, 'B_molecule': 5468, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1019, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
909,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4821, 'TH_molecule': 5046, 'B_molecule': 5476, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1020, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
910,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4820, 'TH_molecule': 5053, 'B_molecule': 5484, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1021, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
911,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4828, 'TH_molecule': 5060, 'B_molecule': 5483, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1022, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
